person,age,occupation,workclass,education,hours per week,marital status,race,relationship,sex,capital gain,capital loss,education num,native country,fnlwgt,income
person 10466,64,?,?,Preschool,40,Married-civ-spouse,White,Husband,Male,0,0,1,United-States,140237,<=50K
person 10467,28,Prof-specialty,Private,Bachelors,35,Never-married,White,Not-in-family,Female,0,0,13,United-States,107411,<=50K
person 10468,36,Craft-repair,Self-emp-not-inc,HS-grad,47,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,122493,<=50K
person 10469,44,Transport-moving,Self-emp-inc,HS-grad,60,Married-civ-spouse,White,Husband,Male,0,0,9,?,195124,<=50K
person 10470,22,Adm-clerical,Private,HS-grad,60,Never-married,White,Not-in-family,Female,0,0,9,United-States,335453,<=50K
person 10471,56,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,318329,<=50K
person 10472,24,Prof-specialty,Private,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,100321,<=50K
person 10474,22,Adm-clerical,Private,Assoc-acdm,40,Never-married,White,Not-in-family,Female,0,0,12,United-States,62865,<=50K
person 10475,21,Exec-managerial,Private,Some-college,30,Never-married,White,Own-child,Female,0,0,10,United-States,176262,<=50K
person 10476,42,Exec-managerial,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,168103,>50K
person 10477,41,Prof-specialty,Local-gov,Masters,55,Divorced,White,Unmarried,Female,0,0,14,United-States,208174,<=50K
person 10478,67,Farming-fishing,Self-emp-not-inc,Some-college,44,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,226092,<=50K
person 10479,20,Sales,Private,Some-college,30,Never-married,White,Own-child,Female,0,0,10,United-States,212668,<=50K
person 10480,32,Craft-repair,Private,HS-grad,40,Married-civ-spouse,Other,Husband,Male,0,0,9,United-States,381583,<=50K
person 10481,46,Machine-op-inspct,Private,HS-grad,40,Separated,Black,Own-child,Female,0,0,9,United-States,239439,<=50K
person 10482,52,Sales,Private,HS-grad,36,Never-married,White,Not-in-family,Female,0,0,9,United-States,172493,<=50K
person 10483,44,Prof-specialty,Private,Bachelors,40,Divorced,Black,Unmarried,Male,0,0,13,United-States,239876,<=50K
person 10484,65,?,?,11th,40,Married-civ-spouse,White,Husband,Male,0,0,7,Mexico,221881,<=50K
person 10485,27,Farming-fishing,Self-emp-not-inc,Some-college,50,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,206889,<=50K
person 10486,35,Machine-op-inspct,Private,HS-grad,35,Married-civ-spouse,Black,Wife,Female,0,0,9,United-States,110668,<=50K
person 10487,30,Adm-clerical,Private,HS-grad,45,Never-married,White,Not-in-family,Female,0,0,9,United-States,211028,<=50K
person 10489,35,Tech-support,Private,7th-8th,40,Divorced,White,Unmarried,Female,0,0,4,United-States,194690,<=50K
person 10490,28,Tech-support,Self-emp-not-inc,Bachelors,45,Never-married,White,Not-in-family,Male,0,0,13,United-States,204984,<=50K
person 10491,40,Prof-specialty,Self-emp-not-inc,Prof-school,55,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,238574,>50K
person 10492,33,Sales,Private,Some-college,40,Never-married,White,Not-in-family,Male,0,0,10,United-States,345360,<=50K
person 10493,40,Craft-repair,Private,Some-college,50,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,192381,>50K
person 10494,25,Sales,Private,7th-8th,45,Never-married,White,Other-relative,Male,0,0,4,Guatemala,479765,<=50K
person 10495,45,Exec-managerial,Self-emp-inc,Bachelors,38,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,34091,>50K
person 10496,30,Machine-op-inspct,Private,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,151773,>50K
person 10497,53,Adm-clerical,Private,Some-college,40,Never-married,Black,Unmarried,Female,0,0,10,United-States,299080,<=50K
person 10498,27,Protective-serv,Local-gov,Some-college,60,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,52156,<=50K
person 10499,31,Craft-repair,Private,11th,40,Never-married,White,Not-in-family,Male,0,0,7,United-States,318647,<=50K
person 10500,33,Transport-moving,Private,HS-grad,60,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,80145,<=50K
person 10501,39,Protective-serv,State-gov,Bachelors,40,Divorced,White,Not-in-family,Male,0,0,13,Mexico,343646,>50K
person 10502,42,Craft-repair,Self-emp-not-inc,Some-college,45,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,198692,>50K
person 10503,19,Other-service,Private,HS-grad,30,Never-married,Black,Own-child,Male,0,0,9,United-States,266635,<=50K
person 10504,31,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,197672,<=50K
person 10505,53,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,185846,<=50K
person 10506,47,Prof-specialty,Self-emp-not-inc,Some-college,20,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,315110,<=50K
person 10507,27,Adm-clerical,Private,Doctorate,40,Never-married,White,Own-child,Female,0,0,16,United-States,220754,<=50K
person 10508,22,Tech-support,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,0,9,United-States,64292,<=50K
person 10510,32,Craft-repair,Private,Assoc-voc,46,Divorced,White,Own-child,Male,0,0,11,United-States,210562,<=50K
person 10512,27,Adm-clerical,Private,Some-college,20,Never-married,White,Own-child,Male,0,0,10,United-States,233421,<=50K
person 10513,53,Machine-op-inspct,Private,HS-grad,40,Widowed,Black,Not-in-family,Female,0,0,9,United-States,167170,<=50K
person 10514,18,Handlers-cleaners,Private,HS-grad,20,Never-married,White,Own-child,Male,0,0,9,United-States,260801,<=50K
person 10515,41,Sales,Private,Bachelors,30,Separated,White,Unmarried,Female,0,0,13,United-States,173370,<=50K
person 10516,27,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Wife,Female,0,0,9,Dominican-Republic,135520,<=50K
person 10518,41,Tech-support,Private,HS-grad,40,Divorced,White,Unmarried,Female,0,0,9,United-States,444743,<=50K
person 10519,21,Adm-clerical,Private,Some-college,30,Never-married,White,Not-in-family,Female,0,0,10,United-States,65225,<=50K
person 10523,21,Adm-clerical,Private,Some-college,40,Never-married,White,Not-in-family,Female,0,0,10,United-States,225823,<=50K
person 10525,26,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,49092,<=50K
person 10526,23,Handlers-cleaners,Private,HS-grad,40,Separated,White,Other-relative,Female,0,0,9,United-States,148709,<=50K
person 10528,36,Adm-clerical,Local-gov,Bachelors,40,Never-married,Black,Not-in-family,Female,0,0,13,United-States,285865,<=50K
person 10529,22,Adm-clerical,Federal-gov,HS-grad,40,Never-married,White,Other-relative,Male,0,0,9,United-States,216129,<=50K
person 10530,37,Other-service,Federal-gov,Some-college,40,Never-married,White,Own-child,Male,0,0,10,Japan,40955,<=50K
person 10532,36,Farming-fishing,Private,HS-grad,50,Divorced,White,Unmarried,Male,0,0,9,United-States,33001,<=50K
person 10533,44,Exec-managerial,Private,Assoc-voc,40,Married-civ-spouse,Black,Husband,Male,0,0,11,United-States,227399,<=50K
person 10534,38,Protective-serv,Private,Some-college,40,Married-civ-spouse,Black,Husband,Male,0,0,10,United-States,164050,>50K
person 10535,49,Craft-repair,Private,Some-college,40,Divorced,White,Not-in-family,Female,0,0,10,United-States,259087,<=50K
person 10536,18,Handlers-cleaners,Private,11th,12,Never-married,White,Own-child,Male,0,0,7,United-States,236262,<=50K
person 10537,26,Sales,Private,Bachelors,48,Never-married,White,Not-in-family,Male,0,0,13,United-States,177929,<=50K
person 10538,48,Adm-clerical,Private,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,?,166929,>50K
person 10541,40,Adm-clerical,Private,HS-grad,45,Never-married,White,Not-in-family,Female,0,0,9,United-States,135056,<=50K
person 10542,42,Prof-specialty,State-gov,Prof-school,72,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,15,India,102343,>50K
person 10543,30,Sales,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,231263,<=50K
person 10544,19,Sales,Private,Some-college,20,Never-married,White,Own-child,Female,0,0,10,United-States,226913,<=50K
person 10545,36,Sales,Private,Assoc-acdm,60,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,129573,>50K
person 10546,31,Sales,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,0,9,United-States,191001,<=50K
person 10547,50,Exec-managerial,Federal-gov,Assoc-acdm,60,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,69345,<=50K
person 10548,38,Craft-repair,Private,HS-grad,40,Divorced,Black,Not-in-family,Male,0,0,9,United-States,204556,<=50K
person 10549,35,Prof-specialty,Private,Some-college,50,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,192626,>50K
person 10550,45,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,202812,>50K
person 10552,41,Craft-repair,Private,Some-college,46,Divorced,White,Not-in-family,Male,0,0,10,United-States,227890,>50K
person 10554,49,Other-service,Private,Some-college,60,Never-married,White,Not-in-family,Female,0,0,10,United-States,82572,<=50K
person 10557,42,Exec-managerial,State-gov,Doctorate,40,Never-married,White,Not-in-family,Female,0,0,16,Italy,104663,>50K
person 10560,37,Prof-specialty,Private,Doctorate,35,Married-civ-spouse,White,Wife,Female,0,0,16,United-States,333305,<=50K
person 10561,51,Sales,Private,HS-grad,38,Married-spouse-absent,Black,Not-in-family,Female,0,0,9,United-States,155408,<=50K
person 10562,27,Other-service,Federal-gov,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,246372,<=50K
person 10563,53,Sales,Private,HS-grad,40,Never-married,White,Not-in-family,Female,0,0,9,United-States,30290,<=50K
person 10564,45,Craft-repair,Private,HS-grad,40,Never-married,White,Not-in-family,Male,0,0,9,United-States,347321,<=50K
person 10565,37,Prof-specialty,Self-emp-inc,Bachelors,45,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,205852,<=50K
person 10566,40,Prof-specialty,Federal-gov,Bachelors,40,Never-married,White,Not-in-family,Female,0,0,13,?,163215,<=50K
person 10567,54,Prof-specialty,State-gov,Masters,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,14,India,93449,>50K
person 10568,47,Exec-managerial,Self-emp-inc,HS-grad,42,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,116927,>50K
person 10569,35,Other-service,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,Yugoslavia,164526,>50K
person 10570,33,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,31573,<=50K
person 10572,39,Exec-managerial,State-gov,Bachelors,55,Married-civ-spouse,White,Wife,Female,0,0,13,United-States,201105,>50K
person 10573,33,Sales,Private,Bachelors,40,Married-civ-spouse,White,Husband,Male,0,0,13,United-States,150570,<=50K
person 10574,34,Other-service,Private,11th,40,Never-married,White,Not-in-family,Female,0,0,7,Ireland,118941,<=50K
person 10576,21,Adm-clerical,Private,Assoc-acdm,35,Never-married,White,Own-child,Male,0,0,12,United-States,174714,<=50K
person 10577,63,Prof-specialty,Private,HS-grad,45,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,133144,<=50K
person 10578,21,Other-service,Self-emp-not-inc,Some-college,30,Never-married,White,Own-child,Male,0,0,10,United-States,318865,<=50K
person 10579,59,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,109638,>50K
person 10580,50,Prof-specialty,Private,1st-4th,40,Separated,Black,Unmarried,Female,0,0,2,United-States,92969,<=50K
person 10581,66,?,?,HS-grad,20,Married-civ-spouse,White,Wife,Female,0,0,9,United-States,376028,<=50K
person 10582,19,Transport-moving,Private,HS-grad,30,Never-married,White,Own-child,Male,0,0,9,United-States,144161,<=50K
person 10583,31,Tech-support,Private,Bachelors,45,Never-married,White,Not-in-family,Male,0,0,13,United-States,183778,<=50K
person 10584,23,Prof-specialty,Private,Bachelors,40,Married-civ-spouse,White,Wife,Female,0,0,13,United-States,398904,<=50K
person 10587,32,Craft-repair,Private,Bachelors,40,Never-married,White,Own-child,Male,0,0,13,United-States,205152,<=50K
person 10588,20,Machine-op-inspct,Private,7th-8th,60,Never-married,White,Other-relative,Female,0,0,4,Mexico,225395,<=50K
person 10589,38,Exec-managerial,Private,HS-grad,40,Married-civ-spouse,White,Other-relative,Male,0,0,9,United-States,33975,>50K
person 10590,49,Other-service,Private,HS-grad,8,Married-civ-spouse,Asian-Pac-Islander,Wife,Female,0,0,9,Philippines,147032,<=50K
person 10591,64,Machine-op-inspct,Private,HS-grad,40,Divorced,White,Not-in-family,Female,0,0,9,United-States,174826,<=50K
person 10592,60,Transport-moving,Local-gov,11th,20,Married-civ-spouse,White,Husband,Male,0,0,7,United-States,232769,<=50K
person 10593,25,Prof-specialty,Private,Bachelors,50,Never-married,White,Not-in-family,Female,0,0,13,United-States,36984,<=50K
person 10594,21,Craft-repair,Private,HS-grad,35,Never-married,White,Not-in-family,Male,0,0,9,United-States,292264,<=50K
person 10595,23,Adm-clerical,Private,Some-college,20,Never-married,White,Not-in-family,Male,0,0,10,United-States,287988,<=50K
person 10597,24,Sales,Private,HS-grad,30,Divorced,White,Unmarried,Female,0,0,9,United-States,191948,<=50K
person 10598,46,Machine-op-inspct,Private,1st-4th,40,Separated,White,Own-child,Female,0,0,2,Guatemala,324601,<=50K
person 10599,38,Prof-specialty,State-gov,Doctorate,40,Married-civ-spouse,Asian-Pac-Islander,Husband,Male,0,0,16,Taiwan,200289,<=50K
person 10600,20,Machine-op-inspct,Private,7th-8th,40,Never-married,White,Other-relative,Male,0,0,4,United-States,113307,<=50K
person 10601,28,?,?,Some-college,40,Never-married,White,Other-relative,Female,0,0,10,United-States,194087,<=50K
person 10602,26,Prof-specialty,Private,Bachelors,48,Never-married,White,Not-in-family,Male,0,0,13,United-States,155213,<=50K
person 10603,58,Machine-op-inspct,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,175127,<=50K
person 10604,31,Other-service,State-gov,Some-college,40,Never-married,Asian-Pac-Islander,Not-in-family,Male,0,0,10,United-States,358461,<=50K
person 10605,37,Protective-serv,State-gov,Assoc-acdm,38,Divorced,Black,Not-in-family,Male,0,0,12,United-States,354929,<=50K
person 10606,53,Prof-specialty,State-gov,Doctorate,40,Married-civ-spouse,White,Husband,Male,0,0,16,?,104501,>50K
person 10609,33,Protective-serv,State-gov,Masters,40,Married-civ-spouse,Black,Husband,Male,0,0,14,United-States,357691,<=50K
person 10610,35,Handlers-cleaners,Private,HS-grad,25,Divorced,White,Not-in-family,Male,0,0,9,United-States,114605,<=50K
person 10611,60,Exec-managerial,Self-emp-not-inc,HS-grad,40,Married-civ-spouse,Black,Husband,Male,0,0,9,United-States,525878,<=50K
person 10612,21,Sales,Private,Some-college,20,Never-married,White,Own-child,Female,0,0,10,United-States,68358,<=50K
person 10613,38,Craft-repair,Private,10th,45,Married-civ-spouse,Black,Husband,Male,0,0,6,United-States,174571,<=50K
person 10614,40,Craft-repair,Private,Assoc-voc,40,Divorced,White,Unmarried,Female,0,0,11,United-States,42703,<=50K
person 10616,44,Prof-specialty,Self-emp-not-inc,Prof-school,70,Married-civ-spouse,White,Husband,Male,0,0,15,United-States,197558,>50K
person 10617,27,Exec-managerial,Private,Some-college,60,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,423250,<=50K
person 10618,34,Craft-repair,Self-emp-not-inc,Some-college,55,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,29254,>50K
person 10619,20,?,?,Some-college,25,Never-married,White,Own-child,Male,0,0,10,United-States,308924,<=50K
person 10620,49,Protective-serv,Local-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,276247,<=50K
person 10621,37,Craft-repair,Private,Some-college,50,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,213841,>50K
person 10622,52,Transport-moving,Private,10th,30,Married-civ-spouse,White,Husband,Male,0,0,6,United-States,181677,>50K
person 10623,46,Machine-op-inspct,Private,Some-college,40,Married-civ-spouse,Black,Husband,Male,0,0,10,United-States,160061,<=50K
person 10624,20,Machine-op-inspct,Private,Some-college,40,Never-married,Asian-Pac-Islander,Not-in-family,Female,0,0,10,?,285295,<=50K
person 10625,43,Craft-repair,Private,HS-grad,40,Married-civ-spouse,White,Husband,Male,0,0,9,United-States,265266,<=50K
person 10626,25,Other-service,State-gov,Some-college,15,Married-civ-spouse,White,Wife,Female,0,0,10,United-States,194954,<=50K
person 10629,18,?,?,Some-college,60,Never-married,White,Own-child,Male,0,0,10,United-States,192399,<=50K
person 10630,42,Prof-specialty,Private,Masters,50,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,383493,>50K
person 10631,60,Adm-clerical,Private,Assoc-acdm,24,Married-civ-spouse,White,Husband,Male,0,0,12,United-States,193235,<=50K
person 10632,37,Transport-moving,Self-emp-inc,Some-college,55,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,99452,>50K
person 10633,44,Tech-support,Local-gov,Assoc-acdm,40,Divorced,Black,Not-in-family,Male,0,0,12,United-States,254134,<=50K
person 10635,29,Adm-clerical,Private,Bachelors,40,Never-married,White,Own-child,Female,0,0,13,Portugal,116613,<=50K
person 10636,42,Prof-specialty,Local-gov,Masters,35,Married-civ-spouse,White,Husband,Male,0,0,14,United-States,238188,>50K
person 10637,17,Handlers-cleaners,Private,11th,12,Never-married,White,Own-child,Male,0,0,7,United-States,95909,<=50K
person 10638,41,Other-service,Private,12th,10,Married-civ-spouse,White,Wife,Female,0,0,8,United-States,82319,<=50K
person 10640,28,Adm-clerical,Private,Some-college,40,Never-married,White,Own-child,Male,0,0,10,United-States,119793,<=50K
person 10641,28,Sales,Self-emp-not-inc,11th,40,Never-married,White,Own-child,Male,0,0,7,United-States,254989,<=50K
person 10642,19,Transport-moving,Private,7th-8th,25,Never-married,White,Unmarried,Male,0,0,4,Guatemala,104830,<=50K
person 10643,49,Tech-support,Federal-gov,Some-college,40,Married-civ-spouse,White,Husband,Male,0,0,10,United-States,110373,>50K
