house,median income,median house value,housing median age,total rooms,total bedrooms,population,households,longitude,latitude,ocean proximity
house 19998,2.3882,49200,21,2751,602,1496,489,-119.35,36.16,INLAND
house 5054,1.6187,266700,38,2318,735,1407,702,-118.34,34.01,<1H OCEAN
house 1347,6.0497,177500,14,2677,368,1288,375,-121.9,38,INLAND
house 16171,3.4051,500001,45,6927,1258,4715,1165,-122.47,37.81,NEAR BAY
house 5757,5.049,323500,52,1602,265,667,251,-118.29,34.18,<1H OCEAN
house 15292,4.7961,168800,4,1380,322,755,286,-117.29,33.12,NEAR OCEAN
house 19621,3.5,73500,52,504,96,295,97,-121.06,37.42,INLAND
house 6895,5.9941,266700,23,3436,565,1729,529,-118.11,34.05,<1H OCEAN
house 11355,3.0635,160000,8,2346,679,3842,674,-117.91,33.75,<1H OCEAN
house 4594,1.5727,225000,26,1164,674,1685,541,-118.27,34.05,<1H OCEAN
house 13918,3.125,65600,19,301,65,150,56,-116.05,34.12,INLAND
house 15978,3.75,435700,52,1824,388,799,363,-122.46,37.77,NEAR BAY
house 5084,1.3479,100000,42,2833,768,2542,725,-118.29,33.98,<1H OCEAN
house 9085,5.0285,167900,8,11275,1822,5731,1692,-118.19,34.67,INLAND
house 10205,2.315,182100,52,950,229,429,185,-117.93,33.87,<1H OCEAN
house 13898,2.182,60800,15,4203,966,1756,695,-116.29,34.18,INLAND
house 2128,3.1417,74600,15,2376,538,1197,510,-119.73,36.8,INLAND
house 8200,3.4833,209400,23,2573,688,1478,604,-118.14,33.79,NEAR OCEAN
house 1218,2.0472,93200,16,3120,641,1319,526,-120.9,38.2,INLAND
house 12747,2.6623,120700,32,3658,797,1452,715,-121.37,38.63,INLAND
house 6799,3.665,220400,52,695,145,523,170,-118.14,34.07,<1H OCEAN
house 16498,2.7857,110900,20,2458,491,1227,481,-120.98,37.79,INLAND
house 5894,3.2112,349300,38,2347,665,1317,547,-118.31,34.16,<1H OCEAN
house 6777,6.0199,500000,49,1789,288,848,311,-118.15,34.12,<1H OCEAN
house 8106,2.3605,141800,39,1598,458,1691,399,-118.21,33.79,NEAR OCEAN
house 6265,3.7258,181900,32,1993,388,1385,380,-117.96,34.05,<1H OCEAN
house 11338,3.9107,190700,26,3361,722,2709,648,-117.97,33.75,<1H OCEAN
house 20079,2.6094,139100,20,1551,309,647,228,-120.39,38.03,INLAND
house 983,5.6399,300600,14,4236,701,1833,663,-121.85,37.66,INLAND
house 19099,4.0341,156500,33,1369,280,758,246,-122.62,38.24,<1H OCEAN
house 18491,5.6754,298500,5,6529,1010,3071,977,-121.61,37.03,<1H OCEAN
house 9371,14.5833,500001,24,421,64,163,75,-122.52,37.92,NEAR BAY
house 4190,3.5638,170500,35,1937,439,1523,412,-118.21,34.12,<1H OCEAN
house 1999,1.5227,46900,39,1287,332,1386,306,-119.77,36.75,INLAND
house 4772,2.5625,138000,45,1839,459,1312,460,-118.35,34.04,<1H OCEAN
house 7412,2.8167,160400,36,1679,483,2249,487,-118.22,33.95,<1H OCEAN
house 15119,3.4286,129400,31,1307,,752,231,-116.95,32.84,<1H OCEAN
house 4975,1.2778,112500,42,855,284,890,247,-118.28,34,<1H OCEAN
house 927,6.0878,246900,26,2016,322,1105,357,-121.92,37.47,<1H OCEAN
house 200,2.6429,71300,52,472,146,415,126,-122.23,37.78,NEAR BAY
house 6169,4.0167,165500,35,1891,353,1093,382,-117.93,34.09,<1H OCEAN
house 4792,2.1979,125700,46,1528,391,933,366,-118.33,34.02,<1H OCEAN
house 2459,3.3214,101600,35,990,192,674,178,-119.59,36.52,INLAND
house 9558,2.6439,69100,27,2083,444,1462,479,-120.63,37.41,INLAND
house 12696,1.7451,89600,23,3713,1078,2194,1018,-121.42,38.6,INLAND
house 2923,2.5062,73700,47,1631,340,847,315,-119.02,35.36,INLAND
house 2353,2.7404,76300,15,2524,451,1207,424,-119.69,36.79,INLAND
house 10000,3.0781,162500,7,439,84,246,80,-121,39.09,INLAND
house 15229,5.9289,411300,5,10394,1617,4496,1553,-117.2,33.07,NEAR OCEAN
house 5403,3.2396,352400,25,2059,659,1349,588,-118.44,34.03,<1H OCEAN
house 5545,7.5953,434800,38,1089,174,502,180,-118.4,33.97,<1H OCEAN
house 9634,3.0909,123400,30,2603,507,1491,473,-121.06,37.18,INLAND
house 14246,1.5057,86300,42,2002,488,1505,464,-117.1,32.7,NEAR OCEAN
house 9494,3.25,151400,16,1377,296,830,279,-123.75,39.37,<1H OCEAN
house 3434,3.6791,148100,37,1545,341,1909,352,-118.42,34.25,<1H OCEAN
house 7607,3.3095,105500,36,1527,309,1154,279,-118.25,33.89,<1H OCEAN
house 7091,5.2305,205100,34,4039,694,2269,663,-118.01,33.92,<1H OCEAN
house 6182,5.7039,199400,35,1897,311,965,323,-117.92,34.08,<1H OCEAN
house 2503,1.4038,54300,12,932,244,1043,243,-120.38,36.76,INLAND
house 17312,3.9224,230600,17,4617,982,2303,923,-119.49,34.39,NEAR OCEAN
house 2544,2.2566,92700,52,2148,421,975,430,-124.16,40.79,NEAR OCEAN
house 1241,3.125,77500,11,1568,369,82,33,-120.19,38.42,INLAND
house 16970,3.1842,352800,42,1159,261,465,247,-122.31,37.54,NEAR OCEAN
house 6350,4.4821,220100,33,859,144,421,138,-117.94,34.15,INLAND
house 15899,2.1484,181300,52,135,34,93,26,-122.39,37.72,NEAR BAY
house 4255,2.6458,372200,16,2930,1038,1648,980,-118.35,34.1,<1H OCEAN
house 7261,2.6364,148800,39,322,82,319,90,-118.18,34.01,<1H OCEAN
house 14071,2.3594,127800,43,2336,644,1203,614,-117.12,32.76,NEAR OCEAN
house 19882,2.4113,58600,26,2057,472,1453,439,-119.27,36.34,INLAND
house 20286,4.2137,185600,34,2749,539,2330,559,-119.17,34.17,NEAR OCEAN
house 15719,1.3062,220000,10,2380,843,1245,789,-122.43,37.78,NEAR BAY
house 4551,2.5313,225000,52,346,270,346,251,-118.23,34.05,<1H OCEAN
house 18681,3.1563,300000,22,2442,624,1301,290,-121.91,36.85,NEAR OCEAN
house 14885,3.7583,145500,37,2372,444,1056,419,-117.07,32.63,NEAR OCEAN
house 13362,3.9696,500000,25,352,41,99,34,-117.61,34.01,INLAND
house 12166,2.5847,145300,17,2813,565,1345,488,-117.06,33.78,INLAND
house 15831,4.0568,387900,52,2459,507,1012,475,-122.43,37.75,NEAR BAY
house 12561,1.8333,58200,48,1001,205,605,175,-121.46,38.54,INLAND
house 11685,4.7083,268100,28,1624,289,755,280,-118,33.88,<1H OCEAN
house 8789,8.2064,500001,36,1596,234,654,223,-118.37,33.79,NEAR OCEAN
house 15214,5.2463,156300,16,3050,559,1444,512,-117.12,32.96,<1H OCEAN
house 532,2.9213,190800,52,1045,239,496,216,-122.26,37.78,NEAR BAY
house 1163,2.334,72200,30,3085,610,1688,575,-121.52,39.51,INLAND
house 20324,2.4643,182000,35,2028,554,2252,521,-119.12,34.23,NEAR OCEAN
house 16769,4.7391,272800,35,2576,443,1273,433,-122.49,37.69,NEAR OCEAN
house 13907,1.9375,65300,22,5473,1234,2581,1098,-116.47,34.07,INLAND
house 18019,5.0863,332000,30,3298,634,1532,602,-121.95,37.25,<1H OCEAN
house 416,7.266,371100,52,2640,366,973,355,-122.27,37.89,NEAR BAY
house 4507,2.625,150000,41,1268,398,1887,407,-118.2,34.05,<1H OCEAN
house 110,3.9063,225000,28,3337,855,1520,802,-122.25,37.82,NEAR BAY
house 1406,3.9816,182000,10,7136,1691,2959,1507,-122.06,37.96,NEAR BAY
house 17736,5.5248,235600,15,1929,345,1683,347,-121.81,37.3,<1H OCEAN
house 17524,2.894,209500,52,2212,563,1195,532,-121.91,37.33,<1H OCEAN
house 13448,2.5181,105500,12,6758,1550,3204,1279,-117.41,34.11,INLAND
house 16816,4.207,272700,42,4091,757,1861,771,-122.43,37.64,NEAR OCEAN
house 434,2.9926,192100,46,1895,442,920,425,-122.29,37.88,NEAR BAY
house 16585,3.5096,141700,33,1875,363,970,381,-121.44,37.74,INLAND
house 18536,2.9444,232800,52,920,202,525,264,-122.01,36.97,NEAR OCEAN
house 19510,2.1036,88300,42,1437,307,1035,284,-121.02,37.64,INLAND
house 462,1.1859,241700,52,2773,998,1721,949,-122.26,37.87,NEAR BAY
house 2460,2.5921,94200,20,1741,331,1466,289,-119.73,36.52,INLAND
house 3169,2.0174,63700,20,3815,924,3450,920,-118.92,35.26,INLAND
house 5046,4.1635,156400,47,1830,369,922,377,-118.33,33.97,<1H OCEAN
house 13073,2.5,101600,22,1229,253,733,250,-121.31,38.57,INLAND
house 12711,2.8,113600,34,1151,234,563,251,-121.39,38.59,INLAND
house 852,4.5721,214700,24,2077,383,1488,389,-122.03,37.6,NEAR BAY
house 13933,3.3672,133600,18,3895,,1086,375,-117.28,34.26,INLAND
house 12845,3.3074,84200,34,1086,187,663,190,-121.37,38.68,INLAND
house 20612,1.2857,47000,27,1783,441,1163,409,-121.55,39.1,INLAND
house 2319,2.5904,71400,23,3532,756,1885,758,-119.7,36.83,INLAND
house 16201,1.8261,54600,52,1318,308,1368,310,-121.27,37.95,INLAND
house 15797,2.5403,250000,52,3587,1030,2259,979,-122.42,37.76,NEAR BAY
house 19668,4.4886,135400,21,2974,495,1313,461,-120.82,37.5,INLAND
house 2242,5.6445,135500,10,5780,922,2712,883,-119.81,36.83,INLAND
house 5232,1.0625,89800,32,779,201,861,219,-118.24,33.93,<1H OCEAN
house 13924,1.82,80100,19,7650,1901,1129,463,-114.47,34.4,INLAND
house 19437,3.4079,147500,18,3469,661,1452,628,-121,37.69,INLAND
house 13123,3.9808,160200,20,1732,307,999,305,-121.2,38.28,INLAND
house 14819,1.9107,125000,36,26,14,58,23,-117.11,32.68,NEAR OCEAN
house 9405,6.7809,414400,30,4382,732,1775,745,-122.54,37.88,NEAR BAY
house 3251,2.0976,47700,25,1047,270,1505,286,-119.96,35.99,INLAND
house 594,6.005,263900,30,1751,269,731,263,-122.09,37.7,NEAR BAY
house 10361,7.9294,280300,18,1614,210,692,209,-117.67,33.57,<1H OCEAN
house 11047,5.4395,244000,25,2662,402,1247,401,-117.82,33.81,<1H OCEAN
house 19440,6.9682,182400,15,1232,180,408,196,-121,37.68,INLAND
house 3507,4.175,209600,35,1637,300,894,302,-118.45,34.26,<1H OCEAN
house 12511,2.6417,98900,35,182,39,115,43,-121.42,38.55,INLAND
house 294,3.0958,145800,39,1583,349,857,316,-122.16,37.77,NEAR BAY
house 10845,6.1601,266100,26,2507,393,1333,392,-117.9,33.67,<1H OCEAN
house 5102,3.0917,136100,48,1541,314,819,312,-118.31,33.97,<1H OCEAN
house 13112,6.2575,143500,15,1883,254,893,256,-121.37,38.39,INLAND
house 12827,3.5129,101200,25,2336,406,1172,408,-121.44,38.71,INLAND
house 4058,4.6375,359100,15,4420,1076,1669,1016,-118.44,34.15,<1H OCEAN
house 13270,3.2321,162500,20,2462,496,1117,458,-117.66,34.09,INLAND
house 19045,3.7061,128500,24,1951,341,1140,338,-121.81,38.45,INLAND
house 13264,3.4634,145300,37,1971,345,939,358,-117.66,34.1,INLAND
house 11748,4.2143,236500,22,2750,433,1161,428,-121.14,38.84,INLAND
house 8922,2.7019,293800,25,1583,460,983,422,-118.48,34.02,<1H OCEAN
house 3688,2.9028,174100,11,2127,581,1989,530,-118.37,34.22,<1H OCEAN
house 17556,3.0156,270300,37,3137,685,2048,651,-121.87,37.33,<1H OCEAN
house 4601,1.7038,118100,13,1784,,2158,682,-118.27,34.04,<1H OCEAN
house 11719,3.087,196900,20,1703,294,409,174,-120.1,39.2,INLAND
house 9400,8.634,463500,48,1550,253,641,276,-122.56,37.9,NEAR BAY
house 18891,4.2308,145800,49,2715,435,1006,429,-122.23,38.12,NEAR BAY
house 11495,5.8623,287800,24,2598,443,1184,435,-118.02,33.71,<1H OCEAN
house 20516,2.9375,86600,39,2438,483,1103,472,-121.53,38.56,INLAND
house 8392,2.7712,160900,29,2861,816,1715,775,-118.36,33.98,<1H OCEAN
house 6186,4.375,150500,33,1921,397,1492,393,-117.92,34.1,<1H OCEAN
house 16179,3.3625,223700,47,1649,328,1183,356,-122.4,37.71,NEAR BAY
house 18030,4.7118,274600,24,5046,1001,2449,968,-121.91,37.24,<1H OCEAN
house 1827,2.8456,183300,30,1014,236,537,204,-122.31,37.92,NEAR BAY
house 19531,3.1397,110700,45,1913,335,839,333,-120.98,37.64,INLAND
house 4179,2.5213,149700,42,1706,488,1941,447,-118.22,34.09,<1H OCEAN
house 20455,4.5833,198500,27,1146,189,595,197,-118.79,34.27,<1H OCEAN
house 5195,1.7986,98900,40,1076,244,705,255,-118.26,33.92,<1H OCEAN
house 15923,3.6694,275500,52,1386,276,729,274,-122.43,37.73,NEAR BAY
house 17937,4.2656,236100,52,2382,523,1096,492,-121.95,37.35,<1H OCEAN
house 8032,4.2841,312400,46,2439,429,944,374,-118.13,33.84,<1H OCEAN
house 12854,2.4844,77000,35,1565,290,861,277,-121.38,38.68,INLAND
house 1093,4.5032,159700,11,5103,825,2456,810,-121.87,39.82,INLAND
house 6597,2.0278,127500,46,2553,558,1740,492,-118.15,34.17,<1H OCEAN
house 7289,3.125,166300,42,626,143,625,156,-118.22,33.98,<1H OCEAN
house 2495,1.5536,58300,25,875,214,931,214,-120.19,36.6,INLAND
house 7394,1.8672,98100,43,2015,419,1543,399,-118.25,33.96,<1H OCEAN
house 18123,4.6613,284000,32,3108,613,1577,603,-122.01,37.32,<1H OCEAN
house 11626,4.5833,190900,25,2637,462,965,415,-118.06,33.82,<1H OCEAN
house 2360,4.925,154700,22,4126,614,1795,613,-119.63,36.76,INLAND
house 8817,11.6677,500001,37,1080,135,366,142,-118.32,33.75,NEAR OCEAN
house 10182,4.53,193500,35,2375,439,1343,424,-117.95,33.86,<1H OCEAN
house 7618,5.9684,193300,25,9594,1489,5237,1496,-118.24,33.85,<1H OCEAN
house 18791,2.793,76500,17,3019,578,1538,545,-122.32,40.42,INLAND
house 10121,4.2443,174400,34,2271,437,1393,433,-117.93,33.92,<1H OCEAN
house 13994,3.474,70500,24,2741,577,1551,522,-116.99,34.89,INLAND
house 14923,4.7068,184300,6,7995,1458,4771,1376,-116.98,32.62,NEAR OCEAN
house 15543,8.6803,347300,16,2402,336,1080,365,-117.1,33.07,<1H OCEAN
house 9287,5.0965,295300,19,15622,2721,6109,2615,-122.56,38.06,NEAR BAY
house 17016,4.0801,397800,27,2958,655,1285,577,-122.28,37.52,NEAR OCEAN
house 16433,3.95,178100,22,393,58,134,57,-121.23,38.12,INLAND
house 8407,3.4063,152300,33,939,284,1309,250,-118.36,33.94,<1H OCEAN
house 11879,2.7054,141700,52,1797,332,905,313,-117.38,33.99,INLAND
house 13052,3.9727,132700,17,13553,2474,6544,2359,-121.29,38.61,INLAND
house 515,12.3804,500001,52,3494,396,1192,383,-122.23,37.82,NEAR BAY
house 20499,6.1834,229800,25,1678,252,862,268,-118.7,34.29,<1H OCEAN
house 16790,5.4221,284700,15,6082,1284,3861,1198,-122.46,37.66,NEAR OCEAN
house 16107,3.96,272200,45,1592,325,920,322,-122.54,37.76,NEAR OCEAN
house 6833,5.3032,245700,52,1437,290,980,282,-118.12,34.08,<1H OCEAN
house 13343,3.449,149100,15,4420,903,2373,858,-117.65,34.03,INLAND
house 19120,4.3056,251300,39,2889,517,1351,489,-122.66,38.2,<1H OCEAN
house 19894,2.625,57000,19,1427,311,1026,293,-119.2,36.3,INLAND
house 6277,4.2266,153800,33,1733,361,1757,375,-117.93,34.01,<1H OCEAN
house 18207,4.2719,270800,20,4293,1272,2389,1210,-122.06,37.38,NEAR BAY
house 7377,1.6065,111400,47,932,295,1226,264,-118.23,33.97,<1H OCEAN
house 7679,3.5455,168300,31,1983,419,1157,390,-118.09,33.92,<1H OCEAN
house 12571,3.2404,93600,39,2855,,1217,562,-121.44,38.54,INLAND
house 9274,7.5,423200,9,1302,177,682,190,-122.58,38.15,<1H OCEAN
house 5959,5.27,209400,26,3118,528,1546,545,-117.82,34.12,INLAND
house 19243,2.4922,192000,23,2511,549,1052,527,-122.78,38.52,<1H OCEAN
house 3436,2.1062,136400,26,1788,521,2582,484,-118.42,34.26,<1H OCEAN
house 5665,1.9167,227200,45,2137,559,1550,529,-118.28,33.73,NEAR OCEAN
house 11977,4.5625,171300,12,9966,1517,5008,1492,-117.44,33.99,INLAND
house 3164,2.1357,53500,17,1959,484,1763,453,-118.83,35.2,INLAND
house 20077,2.6544,128100,12,1430,310,517,240,-120.4,38.06,INLAND
house 2527,2.165,58700,34,2679,533,1287,505,-122.19,39.53,INLAND
house 18386,6.8333,348000,6,3694,574,1554,527,-121.83,37.2,<1H OCEAN
house 17825,4.375,425000,2,1136,365,535,257,-121.89,37.39,<1H OCEAN
house 8779,4.0425,277900,31,4464,991,2420,947,-118.31,33.8,<1H OCEAN
house 15834,4,375000,52,3114,637,1144,591,-122.44,37.75,NEAR BAY
house 10671,10.1989,500001,17,2975,371,1247,398,-117.86,33.62,<1H OCEAN
house 16546,3.5595,161000,6,3883,800,2319,787,-121.24,37.81,INLAND
house 7038,4.369,165400,34,1431,310,1162,288,-118.08,33.96,<1H OCEAN
house 15620,3.2356,500001,50,2494,731,958,712,-122.42,37.8,NEAR BAY
house 18261,6.828,383900,36,782,130,348,128,-122.08,37.38,NEAR BAY
house 13095,1.8288,32500,20,1232,332,667,288,-121.36,38.56,INLAND
house 1287,3.4722,127000,25,3018,606,1614,568,-121.82,38.01,INLAND
house 16876,5.6493,422400,40,2401,383,894,356,-122.41,37.59,NEAR OCEAN
house 19574,3.7041,174800,11,4981,814,1934,686,-120.95,37.62,INLAND
house 601,3,223200,32,3400,736,1487,694,-122.07,37.7,NEAR BAY
house 17049,6.7058,495900,44,3022,473,1235,477,-122.27,37.47,NEAR OCEAN
house 14023,2.9112,199100,19,5430,1593,2496,1484,-117.16,32.75,NEAR OCEAN
house 15956,3.8583,261600,52,1658,322,1086,326,-122.45,37.71,NEAR OCEAN
house 3648,2.7714,185700,8,2609,786,1803,695,-118.45,34.22,<1H OCEAN
house 20112,3.4838,112500,30,1189,255,446,165,-120.2,37.8,INLAND
house 6417,3.5878,222800,31,6854,1578,4131,1524,-118.02,34.14,INLAND
house 18358,9.3586,500001,32,1433,199,498,201,-122.1,37.36,NEAR BAY
house 19493,2.5089,119000,52,3887,803,1768,779,-121,37.65,INLAND
house 15155,7.7569,387400,6,6139,793,2693,770,-117.03,33,<1H OCEAN
house 19593,4.8958,142500,30,455,70,220,69,-120.87,37.62,INLAND
house 17277,2.6103,500000,44,1208,357,603,297,-119.69,34.41,<1H OCEAN
house 2921,1.7213,61600,44,2687,620,1521,549,-119.02,35.37,INLAND
house 6806,2.6553,183100,41,1379,315,1249,309,-118.1,34.1,<1H OCEAN
house 14339,1.9203,195800,52,1863,559,906,493,-117.16,32.73,NEAR OCEAN
house 19925,3.5313,82800,20,2025,328,1039,346,-119.33,36.32,INLAND
house 17237,6.5631,500001,26,2790,413,1014,397,-119.66,34.44,<1H OCEAN
house 7473,1.9668,152100,30,2831,862,3649,883,-118.21,33.93,<1H OCEAN
house 6296,3.9702,141400,27,2383,472,2079,494,-117.9,34.01,<1H OCEAN
house 20490,4.0568,225200,16,4637,941,2476,878,-118.68,34.27,<1H OCEAN
house 1345,3.5129,110600,34,3779,766,2356,722,-121.9,38.01,INLAND
house 20014,2.375,79800,17,3915,742,1768,688,-119.01,36.02,INLAND
house 4389,2.3913,198800,35,1147,365,1016,296,-118.27,34.08,<1H OCEAN
house 11951,3.9128,126900,30,2992,516,1521,507,-117.44,33.94,INLAND
house 16782,5.1054,294500,31,2609,433,1746,464,-122.48,37.67,NEAR OCEAN
house 3755,2.9728,190200,36,1608,373,1217,374,-118.37,34.18,<1H OCEAN
house 16058,3.5909,331200,52,2245,425,1091,409,-122.49,37.76,NEAR BAY
house 859,3.9022,191700,10,3046,678,2056,628,-122.08,37.6,NEAR BAY
house 11816,2.1287,55300,17,1475,403,943,363,-121.1,38.95,INLAND
house 14042,2.4167,131300,27,1551,464,880,400,-117.14,32.75,NEAR OCEAN
house 17180,5.9919,345100,16,7077,1179,3502,1148,-122.44,37.52,NEAR OCEAN
house 18085,6.2182,380800,30,3033,540,1440,507,-122.06,37.32,<1H OCEAN
house 10850,4.0417,180900,14,2598,759,1584,703,-117.91,33.65,<1H OCEAN
house 3506,4.3839,204600,36,1453,270,808,275,-118.45,34.25,<1H OCEAN
house 1960,3.6406,150900,19,4414,767,1865,699,-120.78,38.72,INLAND
house 11419,4.725,289600,23,2622,445,1103,407,-117.96,33.7,<1H OCEAN
house 20469,3.163,179400,26,990,223,719,232,-118.71,34.27,<1H OCEAN
house 6677,5.3272,330200,46,2863,513,1412,498,-118.1,34.16,INLAND
house 3794,3.6375,262500,25,2450,618,1054,578,-118.37,34.16,<1H OCEAN
house 5983,3.2756,156800,21,8069,2174,4369,2036,-117.75,34.1,INLAND
house 9582,2.3099,89600,13,2109,477,1108,466,-120.51,37.32,INLAND
house 5618,3.5488,205600,42,1162,264,1044,241,-118.26,33.79,<1H OCEAN
house 2743,5.7843,110100,5,2494,414,1416,421,-115.58,32.78,INLAND
house 2070,2.0658,67900,30,1584,316,984,300,-119.87,36.72,INLAND
house 7882,2.5057,156300,21,3764,1081,1919,977,-118.12,33.87,<1H OCEAN
house 665,3.9702,194100,36,1266,228,606,239,-122.14,37.7,NEAR BAY
house 15554,3.0915,139900,31,2055,473,1326,427,-117.07,33.11,<1H OCEAN
house 20501,6.1825,227000,27,1527,220,756,226,-118.7,34.3,<1H OCEAN
house 12081,5.5362,195600,7,2191,324,1156,310,-117.53,33.83,INLAND
house 12988,4.6488,145300,16,3747,586,1817,590,-121.27,38.7,INLAND
house 20513,1.2292,69600,36,435,95,285,90,-121.55,38.59,INLAND
house 15388,7.0177,267600,17,1800,312,891,281,-117.05,33.29,<1H OCEAN
house 15424,2.8214,121900,13,3163,725,1675,629,-117.26,33.2,<1H OCEAN
house 19396,1.3583,85200,10,423,110,295,94,-120.85,37.77,INLAND
house 13679,7.978,223900,5,1775,234,726,222,-117.24,34.04,INLAND
house 19236,5.8369,255700,19,3244,449,1174,454,-122.64,38.48,<1H OCEAN
house 2625,3.8095,119900,28,3513,634,1658,598,-124.02,40.72,<1H OCEAN
house 16126,4.75,500001,52,2844,623,1380,596,-122.47,37.79,NEAR BAY
house 6050,3.0429,129600,27,2215,440,1987,449,-117.74,34.04,INLAND
house 18602,5.1664,185100,32,1602,317,752,275,-122.12,37.16,NEAR OCEAN
house 2716,3.6597,87500,10,1088,203,533,201,-115.58,32.81,INLAND
house 18925,4.4397,187100,16,3515,626,1764,626,-122.17,38.06,NEAR BAY
house 6434,3.94,278400,32,1937,332,922,340,-118.01,34.12,INLAND
house 8013,4.6908,218200,37,2386,409,1101,399,-118.12,33.85,<1H OCEAN
house 3955,6.9223,338400,23,7480,1084,3037,1058,-118.65,34.2,<1H OCEAN
house 626,3.244,179800,38,890,200,481,198,-122.17,37.71,NEAR BAY
house 7550,2.7109,133000,37,1073,265,1197,250,-118.21,33.91,<1H OCEAN
house 12831,2.5,96200,28,927,165,542,148,-121.43,38.69,INLAND
house 8383,2.8378,170000,25,1849,518,1498,451,-118.36,33.96,<1H OCEAN
house 15280,3.5585,284800,16,3147,765,2165,690,-117.3,33.07,NEAR OCEAN
house 14266,1.9425,93400,36,1421,367,1418,355,-117.11,32.69,NEAR OCEAN
house 3448,2.525,163700,17,2049,548,2243,541,-118.42,34.24,<1H OCEAN
house 7088,3.275,189900,34,2424,468,1293,444,-118.01,33.93,<1H OCEAN
house 19379,3.3182,282100,46,431,86,239,80,-120.69,37.77,INLAND
house 17344,4.375,158000,15,978,187,407,182,-120.41,34.86,<1H OCEAN
house 12265,2.5612,130800,5,4116,761,1714,717,-116.87,33.76,INLAND
house 18144,6.7578,451400,20,3435,593,1293,553,-122.06,37.34,<1H OCEAN
house 10335,6.9544,314000,4,5416,820,1753,583,-117.74,33.85,<1H OCEAN
house 17402,2.1509,67500,16,2098,558,1252,492,-120.44,34.93,<1H OCEAN
house 17393,4.0603,117600,21,2121,445,2211,463,-120.45,34.96,<1H OCEAN
house 3266,3.25,137500,17,380,69,225,72,-122.95,39.13,INLAND
house 6394,3.6341,391500,40,4307,918,1769,845,-118.06,34.13,INLAND
house 7525,2.7083,103600,36,1446,316,1286,314,-118.24,33.91,<1H OCEAN
house 3597,6.0965,262300,34,1971,316,917,307,-118.49,34.24,<1H OCEAN
house 16602,2.0076,114000,38,2564,546,1301,481,-120.69,35.64,<1H OCEAN
house 7802,3.1441,176300,33,3326,720,2533,689,-118.09,33.9,<1H OCEAN
house 8398,4.1635,163900,42,1139,302,1283,306,-118.36,33.95,<1H OCEAN
house 1909,3.8333,118800,15,3042,588,918,336,-120.03,38.89,INLAND
house 4324,2.5982,315800,42,2210,643,1228,605,-118.35,34.09,<1H OCEAN
house 13816,2.6576,98500,5,4787,910,1944,806,-117.22,34.44,INLAND
house 498,2.7054,182300,52,4076,920,1800,815,-122.27,37.85,NEAR BAY
house 13650,2.1125,84000,26,971,245,592,207,-117.32,34.07,INLAND
house 18335,4.5987,356000,37,2926,874,1363,815,-122.16,37.45,NEAR BAY
house 8986,5.3359,500001,21,18132,5419,7431,4930,-118.44,33.98,<1H OCEAN
house 18964,3.1853,129600,16,8517,1910,4508,1837,-122.04,38.27,INLAND
house 7260,2.7799,149300,36,1657,425,1689,418,-118.17,34.01,<1H OCEAN
house 13069,2.3787,91300,19,2653,680,1419,579,-121.3,38.58,INLAND
house 3603,5.0325,238200,30,1756,314,899,288,-118.49,34.22,<1H OCEAN
house 7820,5.1423,183100,36,1347,278,748,278,-118.11,33.9,<1H OCEAN
house 8241,1.6178,137500,21,2103,727,1064,603,-118.19,33.77,NEAR OCEAN
house 16305,10.0088,242000,15,2430,315,1016,314,-121.37,38.01,INLAND
house 14943,3.1771,189900,17,3101,547,1410,486,-116.99,32.74,<1H OCEAN
house 14574,5.2837,283800,27,1318,216,495,191,-117.21,32.81,NEAR OCEAN
house 2765,1.4338,43900,26,1134,280,329,158,-116,32.74,INLAND
house 3911,2.8701,191100,26,2221,662,1998,603,-118.53,34.2,<1H OCEAN
